model,layer_idx,level,group,n_clips,effective_rank,participation_ratio,mle_id_k20,n_frames
random_init_eat_seed42,3,order,Passeriformes,100,11.642682908616997,3.236363678675178,15.186859315171358,5000
random_init_eat_seed42,3,order,other-Aves,300,12.005726356905395,3.214933201436164,19.576732897814694,15000
random_init_eat_seed42,4,class,Aves,400,11.741826578319147,3.3076439516633416,19.398918777562358,20000
random_init_eat_seed42,4,class,Mammalia,200,12.017962559257393,3.5406263912088938,2.9377278500018416,10000
random_init_eat_seed42,4,order,Passeriformes,100,11.756274429133402,3.4168815254867435,14.771514284341395,5000
random_init_eat_seed42,4,order,other-Aves,300,11.757254222307013,3.289133076147768,18.763331501469665,15000
random_init_eat_seed42,5,class,Aves,400,11.723451050386304,3.3460341485063694,18.223918463612534,20000
random_init_eat_seed42,5,class,Mammalia,200,11.728563641335061,3.621830685445652,2.762519689583658,10000
random_init_eat_seed42,5,order,Passeriformes,100,12.021858084151514,3.5223897470810055,13.506399657984856,5000
random_init_eat_seed42,5,order,other-Aves,300,11.675345454858492,3.3147015928354064,17.99688006641982,15000
random_init_eat_seed42,6,class,Aves,400,11.558256717027895,3.3832900604154283,18.103185978280106,20000
random_init_eat_seed42,6,class,Mammalia,200,11.465841494517344,3.6570290923383797,2.733276363538766,10000
random_init_eat_seed42,6,order,Passeriformes,100,11.999323255655817,3.623812707304557,12.91460111451353,5000
random_init_eat_seed42,6,order,other-Aves,300,11.480645955910129,3.338966058582419,17.672168346377205,15000
random_init_eat_seed42,7,class,Aves,400,11.388416813863726,3.442441930064447,17.440771102761843,20000
random_init_eat_seed42,7,class,Mammalia,200,10.96320169034291,3.6366817628234767,2.8290836256485976,10000
random_init_eat_seed42,7,order,Passeriformes,100,11.66140600302496,3.643963329292586,13.129047670939416,5000
random_init_eat_seed42,7,order,other-Aves,300,11.34964659902123,3.405964059629196,16.85522668156692,15000
random_init_eat_seed42,8,class,Aves,400,11.140373452059455,3.472694425522118,16.334290317793894,20000
random_init_eat_seed42,8,class,Mammalia,200,10.966966151941946,3.7083275953254646,2.9855575460438906,10000
random_init_eat_seed42,8,order,Passeriformes,100,11.255880353980647,3.6527207322718396,12.064358295563482,5000
random_init_eat_seed42,8,order,other-Aves,300,11.16344329062525,3.4477419144240247,16.025669447765402,15000
random_init_eat_seed42,9,class,Aves,400,10.860292241773257,3.4247179948046313,15.689630490633522,20000
random_init_eat_seed42,9,class,Mammalia,200,10.310602137837355,3.5614631828543484,2.9039654034569464,10000
random_init_eat_seed42,9,order,Passeriformes,100,11.525713209850068,3.7428604579479274,11.29654300589231,5000
random_init_eat_seed42,9,order,other-Aves,300,10.740446988795535,3.3695112259623388,15.924326959863167,15000
random_init_eat_seed42,10,class,Aves,400,10.45766289681877,3.375272468102987,15.8898976483441,20000
random_init_eat_seed42,10,class,Mammalia,200,9.719073588878993,3.421333543324192,2.80180936804084,10000
random_init_eat_seed42,10,order,Passeriformes,100,10.563627401559536,3.5815848234040066,11.491778120997463,5000
random_init_eat_seed42,10,order,other-Aves,300,10.467475641358384,3.3385230352928956,15.69915597359175,15000
random_init_eat_seed42,11,class,Aves,400,10.015678441770229,3.2692988053248193,15.043998034234438,20000
random_init_eat_seed42,11,class,Mammalia,200,9.02671428927448,3.238077534995985,2.893333845364497,10000
random_init_eat_seed42,11,order,Passeriformes,100,10.56369956250227,3.578358708661275,11.46049245776634,5000
random_init_eat_seed42,11,order,other-Aves,300,9.929363362378984,3.2161942202735823,14.45933432308735,15000
random_init_eat_seed42,12,class,Aves,400,9.649443392678737,3.1897026891258378,15.065378641158706,20000
random_init_eat_seed42,12,class,Mammalia,200,8.693067767048461,3.121709498284101,2.9015003056110675,10000
random_init_eat_seed42,12,order,Passeriformes,100,10.128130192949355,3.4700279963084366,10.746919500056476,5000
random_init_eat_seed42,12,order,other-Aves,300,9.58719024759982,3.146544151418317,14.64198329524377,15000
