model,layer_idx,id,source_dataset,is_bio,within_var,between_dist
random_init_eat_seed42,8,90429448-7441-4693-90b1-4796d9ac96ac,Animal Sound Archive,True,519.7137729890433,9.116417064753179
random_init_eat_seed42,8,d98d86f8-c04b-49cc-8f88-33d220ee592e,Animal Sound Archive,True,282.11547430084545,23.40095310592198
random_init_eat_seed42,8,eecf3af9-d33c-463c-b096-35e5948b8c7b,Animal Sound Archive,True,346.16823036565364,14.099835880790387
random_init_eat_seed42,8,39ed068b-a96d-40ee-baae-ea54742c441c,Animal Sound Archive,True,420.0273896691951,20.19314311139876
random_init_eat_seed42,8,a40f19b2-83c4-48e2-9bfb-5dc7eadd29b1,Animal Sound Archive,True,561.0558615247244,9.761767814496013
random_init_eat_seed42,8,e1d5391b-891b-4195-b991-97f690f75ded,Animal Sound Archive,True,628.0293547599887,8.085060543014725
random_init_eat_seed42,8,e264d864-405b-4617-8f83-0834ad28556d,Animal Sound Archive,True,624.545532510263,9.533888347586817
random_init_eat_seed42,8,2525ff9e-0a02-4843-a89c-f40ce0bdcece,Animal Sound Archive,True,473.09150436876195,9.612702195138175
random_init_eat_seed42,9,345526af-20c5-437b-8741-e197ac6511ed,Xeno-canto,True,333.0186036600298,14.807739835963469
random_init_eat_seed42,9,e605b07a-87dd-4723-b812-f84b781c9583,Xeno-canto,True,268.50812056102137,16.51081634634834
random_init_eat_seed42,9,61fc36ad-03d6-4171-97fe-5c67821ec6de,WavCaps,False,607.6032418739818,10.549908072708156
random_init_eat_seed42,9,67961220-1a93-4cce-84c6-cbe1bf6aa1bb,NatureLM,False,36.61575396187894,20.891631527415193
random_init_eat_seed42,9,5bf599ed-dfa6-41c7-918b-ae6e2f8e4113,Xeno-canto,True,220.84525258708393,17.59425355306623
random_init_eat_seed42,9,4d1f5da3-4aa7-4381-9949-f9d4ea9bc7fa,Xeno-canto,True,128.3449081339315,19.899591243798685
random_init_eat_seed42,9,a7f4feca-c0a2-4598-b8a1-c508590d0f31,Xeno-canto,True,159.06512292801662,19.667284679583226
random_init_eat_seed42,9,ba79dda8-f0de-4b2a-8947-c1e7feeb58c9,NatureLM,False,17.633186362053458,22.533242201639553
random_init_eat_seed42,9,3a5b71f7-0fda-4a9f-b693-0327aba0b306,NatureLM,False,182.80278974754708,18.00637535349122
random_init_eat_seed42,9,3e92ca8d-18a6-48b2-84d9-e18b76078e72,NatureLM,False,44.98933786028023,22.228096488724542
random_init_eat_seed42,9,53030683-a00c-4303-92c8-5b104a41ad3c,Watkins,True,62.923737176997975,21.221489574990873
random_init_eat_seed42,9,16eaecc1-b297-4dce-bfc4-c5ca0d7fa81d,NatureLM,False,129.82717704074236,19.24024740142577
random_init_eat_seed42,9,5781d7a0-80ea-4be6-9fd1-9f6be373528b,Xeno-canto,True,49.55974760586341,22.09584164812838
random_init_eat_seed42,9,b795d66d-a577-4b68-bdc1-810b5ff09052,Xeno-canto,True,520.7875539695003,14.039861831718225
random_init_eat_seed42,9,519199ae-1ece-451d-a8e7-16b393685585,iNaturalist,True,68.48446738738281,20.920760919503326
