model,layer_idx,split,n,mean_within_clip_var,mean_between_clip_var,within_total_ratio
random_init_eat_seed42,9,nonbio,200,269.9569742179264,364.25927664235786,0.42565445753202097
random_init_eat_seed42,10,all,600,272.51708076031207,351.0893826864779,0.43700169375098996
random_init_eat_seed42,10,bio,400,279.6265471665216,339.83731310718395,0.4514009050390295
random_init_eat_seed42,10,nonbio,200,258.2981479478931,373.59352184506577,0.4087696678016427
random_init_eat_seed42,11,all,600,253.41881104761273,363.0894496000784,0.41105501292290236
random_init_eat_seed42,11,bio,400,261.5862465280694,351.6272880837483,0.42658263681942576
random_init_eat_seed42,11,nonbio,200,237.08394008669933,386.0137726327388,0.38049239348347763
random_init_eat_seed42,12,all,600,239.86322206207095,376.5229885505758,0.38914436749592907
random_init_eat_seed42,12,bio,400,246.00379613769786,367.05858378010504,0.4012704158599344
random_init_eat_seed42,12,nonbio,200,227.58207391081712,395.4517980915173,0.36528041915185694
