model,layer_idx,metric,n_bootstraps,p05,p50,p95,mean,std
random_init_eat_seed42,7,species_separability_ratio,30,0.2263970061987775,0.26655827382275277,0.32673029112133173,0.26797790870636623,0.02944366048879967
random_init_eat_seed42,7,top1_share,30,0.48743801340495485,0.502175245396759,0.5142899143272203,0.5009353238520832,0.008491031975024368
random_init_eat_seed42,7,top10_share,30,0.8260571118608186,0.8317910982702106,0.8378624825602352,0.8320843309243162,0.0037928844928368658
random_init_eat_seed42,7,mean_l2_norm,30,27.71279764275874,27.712799861423065,27.71280313324342,27.71280006297909,1.7232746821479027e-06
random_init_eat_seed42,9,cos_class_aves_vs_mammalia,30,0.8338784445345869,0.8846281681230479,0.906590522707114,0.8820593938397182,0.021025099175741295
random_init_eat_seed42,9,cos_order_passer_vs_other_aves,30,0.9036108590509432,0.9517627108453655,0.9794282802849241,0.9460175052175185,0.026752530486866273
random_init_eat_seed42,9,abs_cos_veitch_class_vs_passer_subord,30,0.8443595746224148,0.9328787154491988,0.9822550745703744,0.9099959236019963,0.11965093407209329
random_init_eat_seed42,9,species_separability_ratio,30,0.25976343554133285,0.3190436638277162,0.35989810201897815,0.31223229575793215,0.03271749014979265
random_init_eat_seed42,9,top1_share,30,0.47869286403393324,0.49101175581267353,0.5017384282785174,0.49020725591821124,0.008599267954669764
random_init_eat_seed42,9,top10_share,30,0.8328481079123973,0.8398195910939088,0.8440467911525188,0.839593237028037,0.003601431348453401
random_init_eat_seed42,9,mean_l2_norm,30,27.712796913034552,27.71280033831289,27.712802731241574,27.712800103204355,1.9693958040724422e-06
random_init_eat_seed42,10,cos_class_aves_vs_mammalia,30,0.869922511187596,0.8987228013619817,0.9334642472249949,0.9006521412439256,0.019410388544317248
random_init_eat_seed42,10,cos_order_passer_vs_other_aves,30,0.9446383398728776,0.9706912231573446,0.981105653337064,0.9675209844594763,0.012957841971136582
random_init_eat_seed42,10,abs_cos_veitch_class_vs_passer_subord,30,0.6456949407150605,0.9252513399309823,0.9771452266842261,0.8960345644434504,0.0953113480868394
random_init_eat_seed42,10,species_separability_ratio,30,0.28620369460022227,0.3185388208492482,0.38090567140297776,0.32155327566616115,0.03222270078672585
random_init_eat_seed42,10,top1_share,30,0.4824317524333973,0.4946194297391444,0.5065680534058281,0.49527721454027346,0.008994761476526055
random_init_eat_seed42,10,top10_share,30,0.8395949614661985,0.8449863036390945,0.8499278787683869,0.8446980165713345,0.0035608017522793067
random_init_eat_seed42,10,mean_l2_norm,30,27.71279644880115,27.712799622975204,27.712802728794124,27.712799677539653,2.1857112277048448e-06
random_init_eat_seed42,11,cos_class_aves_vs_mammalia,30,0.8704780807612392,0.9043741170181238,0.9484541580017137,0.9053028896960575,0.023672093526273575
random_init_eat_seed42,11,cos_order_passer_vs_other_aves,30,0.959144780184156,0.9710141502098154,0.9799069474639703,0.9700922214361618,0.007210341533078047
random_init_eat_seed42,11,abs_cos_veitch_class_vs_passer_subord,30,0.38170789532351573,0.9461594266387231,0.9806226968341167,0.8474513477978162,0.21451987596601113
random_init_eat_seed42,11,species_separability_ratio,30,0.28723556730877187,0.35652876997361277,0.42160822067112486,0.35359090768334694,0.04433438117489857
