model,layer_idx,level,group,n_clips,effective_rank,participation_ratio,mle_id_k20,n_frames
random_init_eat_seed42,1,order,other-Aves,64,12.101266574628653,3.115208232485829,15.65750304061645,3200
random_init_eat_seed42,2,class,Aves,271,12.473932444877171,3.176421222625388,20.31590588364148,13550
random_init_eat_seed42,2,class,Mammalia,119,13.70300777275242,3.3856594559818642,2.7538077841572886,5950
random_init_eat_seed42,2,order,Passeriformes,207,12.40618161324567,3.17131735962409,20.553729566509343,10350
random_init_eat_seed42,2,order,other-Aves,64,12.498076520060273,3.2015290883203606,14.270607204607318,3200
random_init_eat_seed42,3,class,Aves,271,12.699260683403962,3.2555988796276196,19.492270851973128,13550
random_init_eat_seed42,3,class,Mammalia,119,13.476651442944089,3.4581367339953455,2.6169450010159374,5950
random_init_eat_seed42,3,order,Passeriformes,207,12.58631662775872,3.247540556902896,19.68125085242348,10350
random_init_eat_seed42,3,order,other-Aves,64,12.870440724709495,3.289942843298733,13.861967792785176,3200
random_init_eat_seed42,4,class,Aves,271,13.012105612198171,3.3986046728315076,18.19565654097625,13550
random_init_eat_seed42,4,class,Mammalia,119,14.06975952790455,3.629630642906925,2.540187893883345,5950
random_init_eat_seed42,4,order,Passeriformes,207,12.866305381685178,3.383033608583834,18.475138988270274,10350
random_init_eat_seed42,4,order,other-Aves,64,13.303280298665754,3.4593944234392056,12.442982608054844,3200
random_init_eat_seed42,5,class,Aves,271,13.050527149448312,3.4518746306184873,17.519903600959104,13550
random_init_eat_seed42,5,class,Mammalia,119,14.023758865362293,3.676769031824176,2.6306694066112497,5950
random_init_eat_seed42,5,order,Passeriformes,207,13.036476255376156,3.453320028499145,17.00564704920639,10350
random_init_eat_seed42,5,order,other-Aves,64,12.929311887551217,3.460180362270395,12.281995044497783,3200
random_init_eat_seed42,6,class,Aves,271,13.024818373631978,3.510953528511044,17.10428355150916,13550
random_init_eat_seed42,6,class,Mammalia,119,14.178983752417983,3.8560717920128433,2.6333104788120703,5950
random_init_eat_seed42,6,order,Passeriformes,207,13.060212426936236,3.5221690530429077,16.588249575386207,10350
random_init_eat_seed42,6,order,other-Aves,64,12.793498870239741,3.492271666556025,11.571748990964872,3200
random_init_eat_seed42,7,class,Aves,271,13.08718752846222,3.5926484712879985,16.284741353437788,13550
