model,layer_idx,k,n,mle_id
eat_bio,11,5,20000,3.3889772921401065
eat_bio,11,10,20000,5.414370258133829
eat_bio,11,20,20000,7.468952218655872
eat_bio,11,40,20000,9.247509285181426
eat_bio,11,80,20000,10.574505125962343
eat_bio,12,5,2500,10.890390392195652
eat_bio,12,10,2500,13.951179877050356
eat_bio,12,20,2500,16.665328087144054
eat_bio,12,40,2500,18.988970554193394
eat_bio,12,80,2500,20.17462008062042
eat_bio,12,5,5000,8.681029525342208
eat_bio,12,10,5000,11.919187051259602
eat_bio,12,20,5000,14.586450122573261
eat_bio,12,40,5000,17.305092084807228
eat_bio,12,80,5000,19.499047140221247
eat_bio,12,5,10000,5.73338828353352
eat_bio,12,10,10000,8.796842267889492
eat_bio,12,20,10000,11.78144693937834
eat_bio,12,40,10000,14.581482897569614
eat_bio,12,80,10000,17.289779651457835
eat_bio,12,5,20000,3.396033442482933
eat_bio,12,10,20000,5.809926754481919
eat_bio,12,20,20000,8.63898799211777
eat_bio,12,40,20000,11.582571698974476
eat_bio,12,80,20000,14.231788508257642
sl_eat_all_ssl_all,0,5,2500,8.194251278329332
sl_eat_all_ssl_all,0,10,2500,10.829257372134133
sl_eat_all_ssl_all,0,20,2500,3.8604505400329527
sl_eat_all_ssl_all,0,40,2500,6.04238729125284
sl_eat_all_ssl_all,0,80,2500,8.078372398389662
sl_eat_all_ssl_all,0,5,5000,5.219219110425147
sl_eat_all_ssl_all,0,10,5000,7.982506604452146
sl_eat_all_ssl_all,0,20,5000,10.535181902995022
sl_eat_all_ssl_all,0,40,5000,5.3005008112909895
sl_eat_all_ssl_all,0,80,5000,7.621452937590824
sl_eat_all_ssl_all,0,5,10000,3.6408849754735564
sl_eat_all_ssl_all,0,10,10000,5.705476935510005
sl_eat_all_ssl_all,0,20,10000,8.267656464837458
sl_eat_all_ssl_all,0,40,10000,10.689136126069709
sl_eat_all_ssl_all,0,80,10000,5.52040266218917
sl_eat_all_ssl_all,0,5,20000,2.0771639518803666
sl_eat_all_ssl_all,0,10,20000,3.2714554593958702
sl_eat_all_ssl_all,0,20,20000,5.366692621058136
sl_eat_all_ssl_all,0,40,20000,7.8471130370855215
sl_eat_all_ssl_all,0,80,20000,10.291591580619764
